COUNTRY,STATE,ACTUAL,PREDICT,PRODTYPE,PRODUCT,YEAR,QUARTER,MONTH
U.S.A.,California,950.64,1229.44,FURNITURE,SOFA,1995,1,Mar
U.S.A.,California,1398.08,2558.16,FURNITURE,SOFA,1995,2,Apr
U.S.A.,California,1183.20,1312.40,FURNITURE,SOFA,1995,2,May
U.S.A.,California,213.52,1510.96,FURNITURE,SOFA,1995,2,Jun
U.S.A.,California,1708.16,2312.00,FURNITURE,SOFA,1995,3,Jul
U.S.A.,California,227.12,2794.80,FURNITURE,SOFA,1995,3,Aug
U.S.A.,California,1355.92,448.80,FURNITURE,SOFA,1995,3,Sep
U.S.A.,California,2346.00,2313.36,FURNITURE,SOFA,1995,4,Oct
U.S.A.,California,2015.52,146.88,FURNITURE,SOFA,1995,4,Nov
U.S.A.,California,376.72,103.36,FURNITURE,SOFA,1995,4,Dec
U.S.A.,California,652.80,697.68,FURNITURE,BED,1995,1,Jan
U.S.A.,California,897.60,2759.44,FURNITURE,BED,1995,1,Feb
U.S.A.,California,539.92,1625.20,FURNITURE,BED,1995,1,Mar
U.S.A.,California,91.12,1304.24,FURNITURE,BED,1995,2,Apr
U.S.A.,California,357.68,2226.32,FURNITURE,BED,1995,2,May
U.S.A.,California,1534.08,2788.00,FURNITURE,BED,1995,2,Jun
U.S.A.,California,1376.32,442.00,FURNITURE,BED,1995,3,Jul
U.S.A.,California,1175.04,4.08,FURNITURE,BED,1995,3,Aug
U.S.A.,California,2521.44,1194.08,FURNITURE,BED,1995,3,Sep
U.S.A.,California,2075.36,1423.92,FURNITURE,BED,1995,4,Oct
U.S.A.,California,2530.96,553.52,FURNITURE,BED,1995,4,Nov
U.S.A.,California,116.96,1772.08,FURNITURE,BED,1995,4,Dec
U.S.A.,California,1633.36,832.32,OFFICE,CHAIR,1995,1,Jan
U.S.A.,California,2087.60,2611.20,OFFICE,CHAIR,1995,1,Feb
U.S.A.,California,2687.36,2484.72,OFFICE,CHAIR,1995,1,Mar
U.S.A.,California,544.00,2695.52,OFFICE,CHAIR,1995,2,Apr
U.S.A.,California,1207.68,1855.04,OFFICE,CHAIR,1995,2,May
U.S.A.,California,1553.12,852.72,OFFICE,CHAIR,1995,2,Jun
U.S.A.,California,1717.68,1519.12,OFFICE,CHAIR,1995,3,Jul
U.S.A.,California,873.12,519.52,OFFICE,CHAIR,1995,3,Aug
U.S.A.,California,39.44,564.40,OFFICE,CHAIR,1995,3,Sep
U.S.A.,California,437.92,1593.92,OFFICE,CHAIR,1995,4,Oct
U.S.A.,California,1385.84,2052.24,OFFICE,CHAIR,1995,4,Nov
U.S.A.,California,1177.76,403.92,OFFICE,CHAIR,1995,4,Dec
U.S.A.,California,2457.52,656.88,OFFICE,DESK,1995,1,Jan
U.S.A.,California,733.04,413.44,OFFICE,DESK,1995,1,Feb
U.S.A.,California,2695.52,2258.96,OFFICE,DESK,1995,1,Mar
U.S.A.,California,1350.48,1781.60,OFFICE,DESK,1995,2,Apr
U.S.A.,California,2491.52,1516.40,OFFICE,DESK,1995,2,May
U.S.A.,California,682.72,1282.48,OFFICE,DESK,1995,2,Jun
U.S.A.,California,1902.64,1395.36,OFFICE,DESK,1995,3,Jul
U.S.A.,California,1978.80,996.88,OFFICE,DESK,1995,3,Aug
U.S.A.,California,1585.76,257.04,OFFICE,DESK,1995,3,Sep
U.S.A.,California,871.76,307.36,OFFICE,DESK,1995,4,Oct
U.S.A.,California,884.00,2359.60,OFFICE,DESK,1995,4,Nov
U.S.A.,California,2715.92,656.88,OFFICE,DESK,1995,4,Dec
U.S.A.,California,55.76,2516.00,FURNITURE,SOFA,1995,1,Jan
U.S.A.,California,1632.00,2106.64,FURNITURE,SOFA,1995,1,Feb
U.S.A.,California,753.44,1417.12,FURNITURE,SOFA,1995,1,Mar
U.S.A.,California,527.68,278.80,FURNITURE,SOFA,1995,2,Apr
U.S.A.,California,307.36,2453.44,FURNITURE,SOFA,1995,2,May
U.S.A.,California,2590.80,1044.48,FURNITURE,SOFA,1995,2,Jun
U.S.A.,California,2216.80,331.84,FURNITURE,SOFA,1995,3,Jul
U.S.A.,California,1225.36,1663.28,FURNITURE,SOFA,1995,3,Aug
U.S.A.,California,1490.56,2751.28,FURNITURE,SOFA,1995,3,Sep
U.S.A.,California,28.56,2369.12,FURNITURE,SOFA,1995,4,Oct
U.S.A.,California,214.88,636.48,FURNITURE,SOFA,1995,4,Nov
U.S.A.,California,1946.16,248.88,FURNITURE,SOFA,1995,4,Dec
U.S.A.,California,2509.20,4.08,FURNITURE,BED,1995,1,Jan
U.S.A.,California,378.08,2088.96,FURNITURE,BED,1995,1,Feb
U.S.A.,California,394.40,1776.16,FURNITURE,BED,1995,1,Mar
U.S.A.,California,991.44,2662.88,FURNITURE,BED,1995,2,Apr
U.S.A.,California,231.20,1283.84,FURNITURE,BED,1995,2,May
U.S.A.,California,27.20,1147.84,FURNITURE,BED,1995,2,Jun
U.S.A.,California,1523.20,1349.12,FURNITURE,BED,1995,3,Jul
U.S.A.,California,582.08,1761.20,FURNITURE,BED,1995,3,Aug
U.S.A.,California,2161.04,1033.60,FURNITURE,BED,1995,3,Sep
U.S.A.,California,796.96,2875.04,FURNITURE,BED,1995,4,Oct
U.S.A.,California,847.28,1728.56,FURNITURE,BED,1995,4,Nov
U.S.A.,California,2022.32,1447.04,FURNITURE,BED,1995,4,Dec
U.S.A.,California,505.92,363.12,OFFICE,CHAIR,1995,1,Jan
U.S.A.,California,539.92,864.96,OFFICE,CHAIR,1995,1,Feb
U.S.A.,California,55.76,1782.96,OFFICE,CHAIR,1995,1,Mar
U.S.A.,California,2148.80,2195.04,OFFICE,CHAIR,1995,2,Apr
U.S.A.,California,171.36,229.84,OFFICE,CHAIR,1995,2,May
U.S.A.,California,520.88,1238.96,OFFICE,CHAIR,1995,2,Jun
U.S.A.,California,398.48,2288.88,OFFICE,CHAIR,1995,3,Jul
U.S.A.,California,1277.04,1240.32,OFFICE,CHAIR,1995,3,Aug
U.S.A.,California,829.60,2734.96,OFFICE,CHAIR,1995,3,Sep
U.S.A.,California,811.92,1572.16,OFFICE,CHAIR,1995,4,Oct
U.S.A.,California,1365.44,1321.92,OFFICE,CHAIR,1995,4,Nov
U.S.A.,California,957.44,1793.84,OFFICE,CHAIR,1995,4,Dec
U.S.A.,California,2634.32,2537.76,OFFICE,DESK,1995,1,Jan
U.S.A.,California,1935.28,809.20,OFFICE,DESK,1995,1,Feb
U.S.A.,California,1891.76,1894.48,OFFICE,DESK,1995,1,Mar
U.S.A.,California,2059.04,76.16,OFFICE,DESK,1995,2,Apr
U.S.A.,California,1920.32,416.16,OFFICE,DESK,1995,2,May
U.S.A.,California,1614.32,1340.96,OFFICE,DESK,1995,2,Jun
U.S.A.,California,427.04,122.40,OFFICE,DESK,1995,3,Jul
U.S.A.,California,2018.24,1566.72,OFFICE,DESK,1995,3,Aug
U.S.A.,California,1581.68,2430.32,OFFICE,DESK,1995,3,Sep
U.S.A.,California,2559.52,2336.48,OFFICE,DESK,1995,4,Oct
U.S.A.,California,2310.64,903.04,OFFICE,DESK,1995,4,Nov
U.S.A.,California,708.56,1976.08,OFFICE,DESK,1995,4,Dec
U.S.A.,California,1905.36,750.72,FURNITURE,SOFA,1995,1,Jan
U.S.A.,California,1345.04,576.64,FURNITURE,SOFA,1995,1,Feb
U.S.A.,California,969.68,1804.72,FURNITURE,SOFA,1995,1,Mar
U.S.A.,California,714.00,338.64,FURNITURE,SOFA,1995,2,Apr
U.S.A.,California,473.28,1428.00,FURNITURE,SOFA,1995,2,May
U.S.A.,California,2080.80,1037.68,FURNITURE,SOFA,1995,2,Jun
U.S.A.,California,1524.56,2608.48,FURNITURE,SOFA,1995,3,Jul
U.S.A.,California,2698.24,605.20,FURNITURE,SOFA,1995,3,Aug
U.S.A.,California,382.16,2771.68,FURNITURE,SOFA,1995,3,Sep
U.S.A.,California,1418.48,1649.68,FURNITURE,SOFA,1995,4,Oct
U.S.A.,California,553.52,2091.68,FURNITURE,SOFA,1995,4,Nov
U.S.A.,California,1791.12,2883.20,FURNITURE,SOFA,1995,4,Dec
U.S.A.,California,2268.48,1192.72,FURNITURE,BED,1995,1,Jan
U.S.A.,California,270.64,2509.20,FURNITURE,BED,1995,1,Feb
U.S.A.,California,850.00,1188.64,FURNITURE,BED,1995,1,Mar
U.S.A.,California,975.12,1608.88,FURNITURE,BED,1995,2,Apr
U.S.A.,California,1747.60,340.00,FURNITURE,BED,1995,2,May
U.S.A.,California,51.68,1335.52,FURNITURE,BED,1995,2,Jun
U.S.A.,California,1940.72,2254.88,FURNITURE,BED,1995,3,Jul
U.S.A.,California,168.64,1909.44,FURNITURE,BED,1995,3,Aug
U.S.A.,California,1402.16,1908.08,FURNITURE,BED,1995,3,Sep
U.S.A.,California,1549.04,2517.36,FURNITURE,BED,1995,4,Oct
U.S.A.,California,2235.84,87.04,FURNITURE,BED,1995,4,Nov
U.S.A.,California,1345.04,31.28,FURNITURE,BED,1995,4,Dec
U.S.A.,California,100.64,1523.20,OFFICE,CHAIR,1995,1,Jan
U.S.A.,California,2484.72,1309.68,OFFICE,CHAIR,1995,1,Feb
U.S.A.,California,922.08,1150.56,OFFICE,CHAIR,1995,1,Mar
U.S.A.,California,1553.12,493.68,OFFICE,CHAIR,1995,2,Apr
U.S.A.,California,1611.60,1996.48,OFFICE,CHAIR,1995,2,May
U.S.A.,California,100.64,2333.76,OFFICE,CHAIR,1995,2,Jun
U.S.A.,California,2189.60,705.84,OFFICE,CHAIR,1995,3,Jul
U.S.A.,California,1285.20,2446.64,OFFICE,CHAIR,1995,3,Aug
U.S.A.,California,1028.16,280.16,OFFICE,CHAIR,1995,3,Sep
U.S.A.,California,1081.20,1089.36,OFFICE,CHAIR,1995,4,Oct
U.S.A.,California,397.12,949.28,OFFICE,CHAIR,1995,4,Nov
U.S.A.,California,996.88,2593.52,OFFICE,CHAIR,1995,4,Dec
U.S.A.,California,32.64,2136.56,OFFICE,DESK,1995,1,Jan
U.S.A.,California,227.12,2121.60,OFFICE,DESK,1995,1,Feb
U.S.A.,California,594.32,70.72,OFFICE,DESK,1995,1,Mar
U.S.A.,California,2026.40,1758.48,OFFICE,DESK,1995,2,Apr
U.S.A.,California,2015.52,1067.60,OFFICE,DESK,1995,2,May
U.S.A.,California,1360.00,288.32,OFFICE,DESK,1995,2,Jun
U.S.A.,California,1394.00,953.36,OFFICE,DESK,1995,3,Jul
U.S.A.,California,1354.56,987.36,OFFICE,DESK,1995,3,Aug
U.S.A.,California,282.88,1923.04,OFFICE,DESK,1995,3,Sep
U.S.A.,California,522.24,1942.08,OFFICE,DESK,1995,4,Oct
U.S.A.,California,262.48,2807.04,OFFICE,DESK,1995,4,Nov
U.S.A.,California,1598.00,2035.92,OFFICE,DESK,1995,4,Dec
U.S.A.,California,1791.12,1825.12,FURNITURE,SOFA,1995,1,Jan
U.S.A.,California,739.84,1064.88,FURNITURE,SOFA,1995,1,Feb
U.S.A.,California,1071.68,605.20,FURNITURE,SOFA,1995,1,Mar
U.S.A.,California,2273.92,2907.68,FURNITURE,SOFA,1995,2,Apr
U.S.A.,California,2608.48,2122.96,FURNITURE,SOFA,1995,2,May
U.S.A.,California,257.04,961.52,FURNITURE,SOFA,1995,2,Jun
U.S.A.,California,2728.16,635.12,FURNITURE,SOFA,1995,3,Jul
U.S.A.,California,2626.16,1234.88,FURNITURE,SOFA,1995,3,Aug
U.S.A.,California,2029.12,2325.60,FURNITURE,SOFA,1995,3,Sep
U.S.A.,California,952.00,1848.24,FURNITURE,SOFA,1995,4,Oct
U.S.A.,California,764.32,1732.64,FURNITURE,SOFA,1995,4,Nov
U.S.A.,California,1512.32,1875.44,FURNITURE,SOFA,1995,4,Dec
U.S.A.,California,499.12,1615.68,FURNITURE,BED,1995,1,Jan
U.S.A.,California,2346.00,2550.00,FURNITURE,BED,1995,1,Feb
U.S.A.,California,2752.64,544.00,FURNITURE,BED,1995,1,Mar
U.S.A.,California,913.92,621.52,FURNITURE,BED,1995,2,Apr
U.S.A.,California,897.60,376.72,FURNITURE,BED,1995,2,May
U.S.A.,California,391.68,2196.40,FURNITURE,BED,1995,2,Jun
U.S.A.,California,420.24,2718.64,FURNITURE,BED,1995,3,Jul
U.S.A.,California,2162.40,375.36,FURNITURE,BED,1995,3,Aug
U.S.A.,California,428.40,228.48,FURNITURE,BED,1995,3,Sep
U.S.A.,California,2434.40,501.84,FURNITURE,BED,1995,4,Oct
U.S.A.,California,1092.08,2093.04,FURNITURE,BED,1995,4,Nov
U.S.A.,California,2517.36,2480.64,FURNITURE,BED,1995,4,Dec
U.S.A.,California,1436.16,1447.04,OFFICE,CHAIR,1995,1,Jan
U.S.A.,California,2416.72,168.64,OFFICE,CHAIR,1995,1,Feb
U.S.A.,California,2103.92,1282.48,OFFICE,CHAIR,1995,1,Mar
U.S.A.,California,1954.32,690.88,OFFICE,CHAIR,1995,2,Apr
U.S.A.,California,217.60,2108.00,OFFICE,CHAIR,1995,2,May
U.S.A.,California,515.44,1164.16,OFFICE,CHAIR,1995,2,Jun
U.S.A.,California,288.32,2566.32,OFFICE,CHAIR,1995,3,Jul
U.S.A.,California,530.40,1350.48,OFFICE,CHAIR,1995,3,Aug
U.S.A.,California,115.60,1929.84,OFFICE,CHAIR,1995,3,Sep
U.S.A.,California,184.96,1996.48,OFFICE,CHAIR,1995,4,Oct
U.S.A.,California,1780.24,2838.32,OFFICE,CHAIR,1995,4,Nov
U.S.A.,California,2122.96,2777.12,OFFICE,CHAIR,1995,4,Dec
U.S.A.,California,1758.48,2526.88,OFFICE,DESK,1995,1,Jan
U.S.A.,California,1466.08,1784.32,OFFICE,DESK,1995,1,Feb
U.S.A.,California,1874.08,131.92,OFFICE,DESK,1995,1,Mar
U.S.A.,California,2385.44,258.40,OFFICE,DESK,1995,2,Apr
U.S.A.,California,1660.56,824.16,OFFICE,DESK,1995,2,May
U.S.A.,California,102.00,9.52,OFFICE,DESK,1995,2,Jun
U.S.A.,California,783.36,1871.36,OFFICE,DESK,1995,3,Jul
U.S.A.,California,191.76,2352.80,OFFICE,DESK,1995,3,Aug
U.S.A.,California,2730.88,1602.08,OFFICE,DESK,1995,3,Sep
U.S.A.,California,2124.32,2603.04,OFFICE,DESK,1995,4,Oct
U.S.A.,California,969.68,2325.60,OFFICE,DESK,1995,4,Nov
U.S.A.,California,1093.44,1373.60,OFFICE,DESK,1995,4,Dec
U.S.A.,California,1366.80,1838.72,FURNITURE,SOFA,1995,1,Jan
U.S.A.,California,1381.76,2355.52,FURNITURE,SOFA,1995,1,Feb
U.S.A.,California,240.72,361.76,FURNITURE,SOFA,1995,1,Mar
U.S.A.,California,749.36,1705.44,FURNITURE,SOFA,1995,2,Apr
U.S.A.,California,2544.56,2159.68,FURNITURE,SOFA,1995,2,May
U.S.A.,California,2128.40,129.20,FURNITURE,SOFA,1995,2,Jun
U.S.A.,California,1467.44,199.92,FURNITURE,SOFA,1995,3,Jul
U.S.A.,California,573.92,728.96,FURNITURE,SOFA,1995,3,Aug
U.S.A.,California,238.00,2112.08,FURNITURE,SOFA,1995,3,Sep
U.S.A.,California,2490.16,123.76,FURNITURE,SOFA,1995,4,Oct
U.S.A.,California,1630.64,133.28,FURNITURE,SOFA,1995,4,Nov
U.S.A.,California,607.92,1192.72,FURNITURE,SOFA,1995,4,Dec
U.S.A.,California,1077.12,1195.44,FURNITURE,BED,1995,1,Jan
U.S.A.,California,1183.20,926.16,FURNITURE,BED,1995,1,Feb
U.S.A.,California,1410.32,2714.56,FURNITURE,BED,1995,1,Mar
U.S.A.,California,1305.60,1686.40,FURNITURE,BED,1995,2,Apr
U.S.A.,California,2605.76,2574.48,FURNITURE,BED,1995,2,May
U.S.A.,California,2414.00,1467.44,FURNITURE,BED,1995,2,Jun
U.S.A.,California,714.00,34.00,FURNITURE,BED,1995,3,Jul
U.S.A.,California,2360.96,1478.32,FURNITURE,BED,1995,3,Aug
U.S.A.,California,1247.12,1716.32,FURNITURE,BED,1995,3,Sep
U.S.A.,California,1139.68,999.60,FURNITURE,BED,1995,4,Oct
U.S.A.,California,2521.44,2518.72,FURNITURE,BED,1995,4,Nov
U.S.A.,California,2147.44,2669.68,FURNITURE,BED,1995,4,Dec
U.S.A.,California,1611.60,886.72,OFFICE,CHAIR,1995,1,Jan
U.S.A.,California,741.20,2114.80,OFFICE,CHAIR,1995,1,Feb
U.S.A.,California,519.52,1523.20,OFFICE,CHAIR,1995,1,Mar
U.S.A.,California,641.92,2054.96,OFFICE,CHAIR,1995,2,Apr
U.S.A.,California,2660.16,730.32,OFFICE,CHAIR,1995,2,May
U.S.A.,California,2669.68,2511.92,OFFICE,CHAIR,1995,2,Jun
U.S.A.,California,2197.76,1210.40,OFFICE,CHAIR,1995,3,Jul
U.S.A.,California,1052.64,881.28,OFFICE,CHAIR,1995,3,Aug
U.S.A.,California,767.04,2669.68,OFFICE,CHAIR,1995,3,Sep
U.S.A.,California,2607.12,2656.08,OFFICE,CHAIR,1995,4,Oct
U.S.A.,California,2325.60,73.44,OFFICE,CHAIR,1995,4,Nov
U.S.A.,California,2087.60,1530.00,OFFICE,CHAIR,1995,4,Dec
U.S.A.,California,435.20,913.92,OFFICE,DESK,1995,1,Jan
U.S.A.,California,2069.92,1602.08,OFFICE,DESK,1995,1,Feb
U.S.A.,California,2389.52,538.56,OFFICE,DESK,1995,1,Mar
U.S.A.,California,1361.36,507.28,OFFICE,DESK,1995,2,Apr
U.S.A.,California,2596.24,2234.48,OFFICE,DESK,1995,2,May
U.S.A.,California,1122.00,2804.32,OFFICE,DESK,1995,2,Jun
U.S.A.,California,1769.36,1519.12,OFFICE,DESK,1995,3,Jul
U.S.A.,California,705.84,986.00,OFFICE,DESK,1995,3,Aug
U.S.A.,California,2618.00,1608.88,OFFICE,DESK,1995,3,Sep
U.S.A.,California,1732.64,1702.72,OFFICE,DESK,1995,4,Oct
U.S.A.,California,932.96,2872.32,OFFICE,DESK,1995,4,Nov
U.S.A.,California,1799.28,111.52,OFFICE,DESK,1995,4,Dec
U.S.A.,California,2378.64,274.72,FURNITURE,SOFA,1996,1,Jan
U.S.A.,California,1206.32,1224.00,FURNITURE,SOFA,1996,1,Feb
U.S.A.,California,1203.60,1173.68,FURNITURE,SOFA,1996,1,Mar
U.S.A.,California,700.40,1115.20,FURNITURE,SOFA,1996,2,Apr
U.S.A.,California,1800.64,2114.80,FURNITURE,SOFA,1996,2,May
U.S.A.,California,1048.56,265.20,FURNITURE,SOFA,1996,2,Jun
U.S.A.,California,1487.84,85.68,FURNITURE,SOFA,1996,3,Jul
U.S.A.,California,2390.88,833.68,FURNITURE,SOFA,1996,3,Aug
U.S.A.,California,2449.36,1366.80,FURNITURE,SOFA,1996,3,Sep
U.S.A.,California,1604.80,379.44,FURNITURE,SOFA,1996,4,Oct
U.S.A.,California,1929.84,16.32,FURNITURE,SOFA,1996,4,Nov
U.S.A.,California,2075.36,650.08,FURNITURE,SOFA,1996,4,Dec
U.S.A.,California,889.44,2420.80,FURNITURE,BED,1996,1,Jan
U.S.A.,California,248.88,858.16,FURNITURE,BED,1996,1,Feb
U.S.A.,California,1595.28,1905.36,FURNITURE,BED,1996,1,Mar
U.S.A.,California,1268.88,1301.52,FURNITURE,BED,1996,2,Apr
U.S.A.,California,2516.00,2355.52,FURNITURE,BED,1996,2,May
U.S.A.,California,1256.64,2210.00,FURNITURE,BED,1996,2,Jun
U.S.A.,California,1666.00,660.96,FURNITURE,BED,1996,3,Jul
U.S.A.,California,1872.72,731.68,FURNITURE,BED,1996,3,Aug
U.S.A.,California,1263.44,2284.80,FURNITURE,BED,1996,3,Sep
U.S.A.,California,323.68,2686.00,FURNITURE,BED,1996,4,Oct
U.S.A.,California,1632.00,939.76,FURNITURE,BED,1996,4,Nov
U.S.A.,California,527.68,2433.04,FURNITURE,BED,1996,4,Dec
U.S.A.,California,1591.20,490.96,OFFICE,CHAIR,1996,1,Jan
U.S.A.,California,73.44,2239.92,OFFICE,CHAIR,1996,1,Feb
U.S.A.,California,2044.08,1739.44,OFFICE,CHAIR,1996,1,Mar
U.S.A.,California,2000.56,2329.68,OFFICE,CHAIR,1996,2,Apr
U.S.A.,California,167.28,2739.04,OFFICE,CHAIR,1996,2,May
U.S.A.,California,13.60,2603.04,OFFICE,CHAIR,1996,2,Jun
U.S.A.,California,648.72,1679.60,OFFICE,CHAIR,1996,3,Jul
U.S.A.,California,1097.52,496.40,OFFICE,CHAIR,1996,3,Aug
U.S.A.,California,1478.32,2645.20,OFFICE,CHAIR,1996,3,Sep
U.S.A.,California,2545.92,189.04,OFFICE,CHAIR,1996,4,Oct
U.S.A.,California,1576.24,945.20,OFFICE,CHAIR,1996,4,Nov
U.S.A.,California,1015.92,2851.92,OFFICE,CHAIR,1996,4,Dec
U.S.A.,California,338.64,2887.28,OFFICE,DESK,1996,1,Jan
U.S.A.,California,307.36,1551.76,OFFICE,DESK,1996,1,Feb
U.S.A.,California,1753.04,2052.24,OFFICE,DESK,1996,1,Mar
U.S.A.,California,160.48,1112.48,OFFICE,DESK,1996,2,Apr
U.S.A.,California,2707.76,739.84,OFFICE,DESK,1996,2,May
U.S.A.,California,2492.88,2781.20,OFFICE,DESK,1996,2,Jun
U.S.A.,California,621.52,2456.16,OFFICE,DESK,1996,3,Jul
U.S.A.,California,2038.64,1565.36,OFFICE,DESK,1996,3,Aug
U.S.A.,California,753.44,1400.80,OFFICE,DESK,1996,3,Sep
U.S.A.,California,2613.92,811.92,OFFICE,DESK,1996,4,Oct
U.S.A.,California,2514.64,1289.28,OFFICE,DESK,1996,4,Nov
U.S.A.,California,1432.08,1648.32,OFFICE,DESK,1996,4,Dec
U.S.A.,California,2812.48,636.48,FURNITURE,SOFA,1996,1,Jan
U.S.A.,California,1160.08,2272.56,FURNITURE,SOFA,1996,1,Feb
U.S.A.,California,1045.84,2176.00,FURNITURE,SOFA,1996,1,Mar
U.S.A.,California,2715.92,624.24,FURNITURE,SOFA,1996,2,Apr
U.S.A.,California,2703.68,2291.60,FURNITURE,SOFA,1996,2,May
U.S.A.,California,157.76,1272.96,FURNITURE,SOFA,1996,2,Jun
U.S.A.,California,208.08,1755.76,FURNITURE,SOFA,1996,3,Jul
U.S.A.,California,2038.64,2503.76,FURNITURE,SOFA,1996,3,Aug
U.S.A.,California,2260.32,2109.36,FURNITURE,SOFA,1996,3,Sep
U.S.A.,California,1610.24,1962.48,FURNITURE,SOFA,1996,4,Oct
U.S.A.,California,2511.92,2155.60,FURNITURE,SOFA,1996,4,Nov
U.S.A.,California,2477.92,2389.52,FURNITURE,SOFA,1996,4,Dec
U.S.A.,California,1680.96,499.12,FURNITURE,BED,1996,1,Jan
U.S.A.,California,2040.00,998.24,FURNITURE,BED,1996,1,Feb
U.S.A.,California,2068.56,1876.80,FURNITURE,BED,1996,1,Mar
U.S.A.,California,349.52,2272.56,FURNITURE,BED,1996,2,Apr
U.S.A.,California,2214.08,280.16,FURNITURE,BED,1996,2,May
U.S.A.,California,8.16,988.72,FURNITURE,BED,1996,2,Jun
U.S.A.,California,690.88,975.12,FURNITURE,BED,1996,3,Jul
U.S.A.,California,1024.08,579.36,FURNITURE,BED,1996,3,Aug
U.S.A.,California,1452.48,2169.20,FURNITURE,BED,1996,3,Sep
U.S.A.,California,320.96,1600.72,FURNITURE,BED,1996,4,Oct
U.S.A.,California,1917.60,2713.20,FURNITURE,BED,1996,4,Nov
U.S.A.,California,398.48,1311.04,FURNITURE,BED,1996,4,Dec
U.S.A.,California,1547.68,647.36,OFFICE,CHAIR,1996,1,Jan
U.S.A.,California,709.92,1612.96,OFFICE,CHAIR,1996,1,Feb
U.S.A.,California,1531.36,579.36,OFFICE,CHAIR,1996,1,Mar
U.S.A.,California,641.92,2348.72,OFFICE,CHAIR,1996,2,Apr
